,cell_type,train_val_test
632,CD4+/CD25+ regulatory T cells,train
633,CD4+/CD25+ regulatory T cells,validation
634,CD4+/CD25+ regulatory T cells,test
635,CD4+/CD25+ regulatory T cells,train
636,CD4+/CD25+ regulatory T cells,train
637,CD4+/CD25+ regulatory T cells,train
638,CD4+/CD25+ regulatory T cells,train
639,CD4+/CD25+ regulatory T cells,train
640,CD4+/CD25+ regulatory T cells,train
641,CD4+/CD25+ regulatory T cells,test
642,CD4+/CD25+ regulatory T cells,train
643,CD4+/CD25+ regulatory T cells,train
644,CD4+/CD25+ regulatory T cells,test
645,CD4+/CD25+ regulatory T cells,train
646,CD4+/CD25+ regulatory T cells,train
647,CD4+/CD25+ regulatory T cells,train
648,CD4+/CD25+ regulatory T cells,train
649,CD4+/CD25+ regulatory T cells,train
650,CD4+/CD25+ regulatory T cells,train
651,CD4+/CD25+ regulatory T cells,train
652,CD4+/CD25+ regulatory T cells,train
653,CD4+/CD25+ regulatory T cells,train
654,CD4+/CD25+ regulatory T cells,train
655,CD4+/CD25+ regulatory T cells,test
656,CD4+/CD25+ regulatory T cells,test
657,CD4+/CD25+ regulatory T cells,train
658,CD4+/CD25+ regulatory T cells,train
659,CD4+/CD25+ regulatory T cells,train
660,CD4+/CD25+ regulatory T cells,train
661,CD4+/CD25+ regulatory T cells,train
662,CD4+/CD25+ regulatory T cells,train
663,CD4+/CD25+ regulatory T cells,validation
664,CD4+/CD25+ regulatory T cells,train
665,CD4+/CD25+ regulatory T cells,train
666,CD4+/CD25+ regulatory T cells,train
667,CD4+/CD25+ regulatory T cells,train
668,CD4+/CD25+ regulatory T cells,train
669,CD4+/CD25+ regulatory T cells,train
670,CD4+/CD25+ regulatory T cells,train
671,CD4+/CD25+ regulatory T cells,train
672,CD4+/CD25+ regulatory T cells,train
673,CD4+/CD25+ regulatory T cells,validation
674,CD4+/CD25+ regulatory T cells,test
675,CD4+/CD25+ regulatory T cells,train
676,CD4+/CD25+ regulatory T cells,train
677,CD4+/CD25+ regulatory T cells,train
678,CD4+/CD25+ regulatory T cells,train
679,CD4+/CD25+ regulatory T cells,validation
680,CD4+/CD25+ regulatory T cells,train
681,CD4+/CD25+ regulatory T cells,train
682,CD4+/CD25+ regulatory T cells,train
683,CD4+/CD25+ regulatory T cells,test
684,CD4+/CD25+ regulatory T cells,train
685,CD4+/CD25+ regulatory T cells,train
686,CD4+/CD25+ regulatory T cells,test
687,CD4+/CD25+ regulatory T cells,train
688,CD4+/CD25+ regulatory T cells,train
689,CD4+/CD25+ regulatory T cells,train
690,CD4+/CD25+ regulatory T cells,train
691,CD4+/CD25+ regulatory T cells,train
692,CD4+/CD25+ regulatory T cells,validation
693,CD4+/CD25+ regulatory T cells,train
694,CD4+/CD25+ regulatory T cells,train
695,CD4+/CD25+ regulatory T cells,validation
696,CD4+/CD25+ regulatory T cells,train
697,CD4+/CD25+ regulatory T cells,train
698,CD4+/CD25+ regulatory T cells,train
699,CD4+/CD25+ regulatory T cells,test
700,CD4+/CD25+ regulatory T cells,train
701,CD4+/CD25+ regulatory T cells,train
702,CD4+/CD25+ regulatory T cells,train
703,CD4+/CD25+ regulatory T cells,train
704,CD4+/CD25+ regulatory T cells,train
705,CD4+/CD25+ regulatory T cells,train
706,CD4+/CD25+ regulatory T cells,train
707,CD4+/CD25+ regulatory T cells,train
708,CD4+/CD25+ regulatory T cells,validation
709,CD4+/CD25+ regulatory T cells,train
710,CD4+/CD25+ regulatory T cells,train
711,CD4+/CD25+ regulatory T cells,train
712,CD4+/CD25+ regulatory T cells,train
713,CD4+/CD25+ regulatory T cells,train
714,CD4+/CD25+ regulatory T cells,validation
715,CD4+/CD25+ regulatory T cells,test
716,CD4+/CD25+ regulatory T cells,test
717,CD4+/CD25+ regulatory T cells,train
718,CD4+/CD25+ regulatory T cells,train
719,CD4+/CD25+ regulatory T cells,train
720,CD4+/CD25+ regulatory T cells,train
721,CD4+/CD25+ regulatory T cells,train
722,CD4+/CD25+ regulatory T cells,test
723,CD4+/CD25+ regulatory T cells,train
724,CD4+/CD25+ regulatory T cells,train
725,CD4+/CD25+ regulatory T cells,test
726,CD4+/CD25+ regulatory T cells,train
727,CD4+/CD25+ regulatory T cells,train
728,CD4+/CD25+ regulatory T cells,validation
729,CD4+/CD25+ regulatory T cells,train
730,CD4+/CD25+ regulatory T cells,train
731,CD4+/CD25+ regulatory T cells,test
732,CD4+/CD25+ regulatory T cells,train
733,CD4+/CD25+ regulatory T cells,train
734,CD4+/CD25+ regulatory T cells,train
735,CD4+/CD25+ regulatory T cells,train
736,CD4+/CD25+ regulatory T cells,train
737,CD4+/CD25+ regulatory T cells,train
738,CD4+/CD25+ regulatory T cells,train
739,CD4+/CD25+ regulatory T cells,train
740,CD4+/CD25+ regulatory T cells,train
741,CD4+/CD25+ regulatory T cells,train
742,CD4+/CD25+ regulatory T cells,validation
743,CD4+/CD25+ regulatory T cells,train
744,CD4+/CD25+ regulatory T cells,train
745,CD4+/CD25+ regulatory T cells,train
746,CD4+/CD25+ regulatory T cells,train
747,CD4+/CD25+ regulatory T cells,train
748,CD4+/CD25+ regulatory T cells,train
749,CD4+/CD25+ regulatory T cells,train
750,CD4+/CD25+ regulatory T cells,train
751,CD4+/CD25+ regulatory T cells,train
752,CD4+/CD25+ regulatory T cells,train
753,CD4+/CD25+ regulatory T cells,train
754,CD4+/CD25+ regulatory T cells,train
755,CD4+/CD25+ regulatory T cells,test
756,CD4+/CD25+ regulatory T cells,train
757,CD4+/CD25+ regulatory T cells,train
758,CD4+/CD25+ regulatory T cells,train
759,CD4+/CD25+ regulatory T cells,train
760,CD4+/CD25+ regulatory T cells,train
761,CD4+/CD25+ regulatory T cells,train
762,CD4+/CD25+ regulatory T cells,train
763,CD4+/CD25+ regulatory T cells,train
764,CD4+/CD25+ regulatory T cells,validation
765,CD4+/CD25+ regulatory T cells,train
766,CD4+/CD25+ regulatory T cells,train
767,CD4+/CD25+ regulatory T cells,train
768,CD4+/CD25+ regulatory T cells,train
769,CD4+/CD25+ regulatory T cells,validation
770,CD4+/CD25+ regulatory T cells,train
771,CD4+/CD25+ regulatory T cells,train
772,CD4+/CD25+ regulatory T cells,train
773,CD4+/CD25+ regulatory T cells,test
774,CD4+/CD25+ regulatory T cells,train
775,CD4+/CD25+ regulatory T cells,train
776,CD4+/CD25+ regulatory T cells,train
777,CD4+/CD25+ regulatory T cells,test
778,CD4+/CD25+ regulatory T cells,test
779,CD4+/CD25+ regulatory T cells,train
780,CD4+/CD25+ regulatory T cells,train
781,CD4+/CD25+ regulatory T cells,train
782,CD4+/CD25+ regulatory T cells,train
783,CD4+/CD25+ regulatory T cells,train
784,CD4+/CD25+ regulatory T cells,train
785,CD4+/CD25+ regulatory T cells,train
786,CD4+/CD25+ regulatory T cells,validation
787,CD4+/CD25+ regulatory T cells,train
788,CD4+/CD25+ regulatory T cells,train
789,CD4+/CD25+ regulatory T cells,train
790,CD4+/CD25+ regulatory T cells,train
791,CD4+/CD25+ regulatory T cells,train
792,CD4+/CD25+ regulatory T cells,train
793,CD4+/CD25+ regulatory T cells,train
794,CD4+/CD25+ regulatory T cells,train
795,CD4+/CD25+ regulatory T cells,train
796,CD4+/CD25+ regulatory T cells,train
797,CD4+/CD25+ regulatory T cells,train
798,CD4+/CD25+ regulatory T cells,train
799,CD4+/CD25+ regulatory T cells,train
800,CD4+/CD25+ regulatory T cells,train
801,CD4+/CD25+ regulatory T cells,train
802,CD4+/CD25+ regulatory T cells,test
803,CD4+/CD25+ regulatory T cells,train
804,CD4+/CD25+ regulatory T cells,test
805,CD4+/CD25+ regulatory T cells,train
806,CD4+/CD25+ regulatory T cells,train
807,CD4+/CD25+ regulatory T cells,validation
808,CD4+/CD25+ regulatory T cells,train
809,CD4+/CD25+ regulatory T cells,train
810,CD4+/CD25+ regulatory T cells,train
811,CD4+/CD25+ regulatory T cells,train
812,CD4+/CD25+ regulatory T cells,train
813,CD4+/CD25+ regulatory T cells,train
814,CD4+/CD25+ regulatory T cells,train
815,CD4+/CD25+ regulatory T cells,train
816,CD4+/CD25+ regulatory T cells,train
817,CD4+/CD25+ regulatory T cells,train
818,CD4+/CD25+ regulatory T cells,train
819,CD4+/CD25+ regulatory T cells,train
820,CD4+/CD25+ regulatory T cells,validation
821,CD4+/CD25+ regulatory T cells,validation
822,CD4+/CD25+ regulatory T cells,train
823,CD4+/CD25+ regulatory T cells,train
824,CD4+/CD25+ regulatory T cells,train
825,CD4+/CD25+ regulatory T cells,train
826,CD4+/CD25+ regulatory T cells,test
827,CD4+/CD25+ regulatory T cells,train
828,CD4+/CD25+ regulatory T cells,train
829,CD4+/CD25+ regulatory T cells,train
830,CD4+/CD25+ regulatory T cells,train
831,CD4+/CD25+ regulatory T cells,train
832,CD4+/CD25+ regulatory T cells,train
833,CD4+/CD25+ regulatory T cells,train
834,CD4+/CD25+ regulatory T cells,train
835,CD4+/CD25+ regulatory T cells,train
836,CD4+/CD25+ regulatory T cells,train
837,CD4+/CD25+ regulatory T cells,test
838,CD4+/CD25+ regulatory T cells,train
839,CD4+/CD25+ regulatory T cells,train
840,CD4+/CD25+ regulatory T cells,train
841,CD4+/CD25+ regulatory T cells,train
842,CD4+/CD25+ regulatory T cells,train
843,CD4+/CD25+ regulatory T cells,train
844,CD4+/CD25+ regulatory T cells,train
845,CD4+/CD25+ regulatory T cells,train
846,CD4+/CD25+ regulatory T cells,train
847,CD4+/CD25+ regulatory T cells,train
848,CD4+/CD25+ regulatory T cells,validation
849,CD4+/CD25+ regulatory T cells,train
850,CD4+/CD25+ regulatory T cells,train
851,CD4+/CD25+ regulatory T cells,train
852,CD4+/CD25+ regulatory T cells,train
853,CD4+/CD25+ regulatory T cells,train
854,CD4+/CD25+ regulatory T cells,validation
855,CD4+/CD25+ regulatory T cells,train
856,CD4+/CD25+ regulatory T cells,train
857,CD4+/CD25+ regulatory T cells,train
858,CD4+/CD25+ regulatory T cells,train
859,CD4+/CD25+ regulatory T cells,train
860,CD4+/CD25+ regulatory T cells,validation
861,CD4+/CD25+ regulatory T cells,train
862,CD4+/CD25+ regulatory T cells,train
863,CD4+/CD25+ regulatory T cells,train
864,CD4+/CD25+ regulatory T cells,train
865,CD4+/CD25+ regulatory T cells,train
866,CD4+/CD25+ regulatory T cells,train
867,CD4+/CD25+ regulatory T cells,train
868,CD4+/CD25+ regulatory T cells,train
869,CD4+/CD25+ regulatory T cells,train
870,CD4+/CD25+ regulatory T cells,train
871,CD4+/CD25+ regulatory T cells,train
872,CD4+/CD25+ regulatory T cells,train
873,CD4+/CD25+ regulatory T cells,train
874,CD4+/CD25+ regulatory T cells,train
875,CD4+/CD25+ regulatory T cells,train
876,CD4+/CD25+ regulatory T cells,train
877,CD4+/CD25+ regulatory T cells,train
878,CD4+/CD25+ regulatory T cells,train
879,CD4+/CD25+ regulatory T cells,train
880,CD4+/CD25+ regulatory T cells,train
881,CD4+/CD25+ regulatory T cells,train
882,CD4+/CD25+ regulatory T cells,train
883,CD4+/CD25+ regulatory T cells,train
884,CD4+/CD25+ regulatory T cells,test
885,CD4+/CD25+ regulatory T cells,train
886,CD4+/CD25+ regulatory T cells,validation
887,CD4+/CD25+ regulatory T cells,train
888,CD4+/CD25+ regulatory T cells,train
889,CD4+/CD25+ regulatory T cells,train
890,CD4+/CD25+ regulatory T cells,train
891,CD4+/CD25+ regulatory T cells,test
892,CD4+/CD25+ regulatory T cells,validation
893,CD4+/CD25+ regulatory T cells,test
894,CD4+/CD25+ regulatory T cells,train
895,CD4+/CD25+ regulatory T cells,train
896,CD4+/CD25+ regulatory T cells,train
897,CD4+/CD25+ regulatory T cells,train
898,CD4+/CD25+ regulatory T cells,test
899,CD4+/CD25+ regulatory T cells,train
900,CD4+/CD25+ regulatory T cells,train
901,CD4+/CD25+ regulatory T cells,train
902,CD4+/CD25+ regulatory T cells,train
903,CD4+/CD25+ regulatory T cells,train
904,CD4+/CD25+ regulatory T cells,train
905,CD4+/CD25+ regulatory T cells,train
906,CD4+/CD25+ regulatory T cells,train
907,CD4+/CD25+ regulatory T cells,train
908,CD4+/CD25+ regulatory T cells,train
909,CD4+/CD25+ regulatory T cells,train
910,CD4+/CD25+ regulatory T cells,train
911,CD4+/CD25+ regulatory T cells,train
912,CD4+/CD25+ regulatory T cells,test
913,CD4+/CD25+ regulatory T cells,train
914,CD4+/CD25+ regulatory T cells,validation
915,CD4+/CD25+ regulatory T cells,train
916,CD4+/CD25+ regulatory T cells,train
917,CD4+/CD25+ regulatory T cells,validation
918,CD4+/CD25+ regulatory T cells,train
919,CD4+/CD25+ regulatory T cells,train
920,CD4+/CD25+ regulatory T cells,validation
921,CD4+/CD25+ regulatory T cells,train
922,CD4+/CD25+ regulatory T cells,test
923,CD4+/CD25+ regulatory T cells,train
924,CD4+/CD25+ regulatory T cells,train
925,CD4+/CD25+ regulatory T cells,train
926,CD4+/CD25+ regulatory T cells,train
927,CD4+/CD25+ regulatory T cells,train
928,CD4+/CD25+ regulatory T cells,train
929,CD4+/CD25+ regulatory T cells,train
930,CD4+/CD25+ regulatory T cells,train
931,CD4+/CD25+ regulatory T cells,train
932,CD4+/CD25+ regulatory T cells,train
933,CD4+/CD25+ regulatory T cells,train
934,CD4+/CD25+ regulatory T cells,test
935,CD4+/CD25+ regulatory T cells,train
936,CD4+/CD25+ regulatory T cells,train
937,CD4+/CD25+ regulatory T cells,train
938,CD4+/CD25+ regulatory T cells,train
939,CD4+/CD25+ regulatory T cells,train
940,CD4+/CD25+ regulatory T cells,train
941,CD4+/CD25+ regulatory T cells,train
942,CD4+/CD25+ regulatory T cells,train
943,CD4+/CD25+ regulatory T cells,train
944,CD4+/CD25+ regulatory T cells,train
945,CD4+/CD25+ regulatory T cells,train
946,CD4+/CD25+ regulatory T cells,train
947,CD4+/CD25+ regulatory T cells,train
948,CD4+/CD25+ regulatory T cells,test
949,CD4+/CD25+ regulatory T cells,train
950,CD4+/CD25+ regulatory T cells,train
951,CD4+/CD25+ regulatory T cells,train
952,CD4+/CD25+ regulatory T cells,train
953,CD4+/CD25+ regulatory T cells,train
954,CD4+/CD25+ regulatory T cells,train
955,CD4+/CD25+ regulatory T cells,train
956,CD4+/CD25+ regulatory T cells,train
957,CD4+/CD25+ regulatory T cells,train
958,CD4+/CD25+ regulatory T cells,train
959,CD4+/CD25+ regulatory T cells,train
960,CD4+/CD25+ regulatory T cells,test
961,CD4+/CD25+ regulatory T cells,train
962,CD4+/CD25+ regulatory T cells,train
963,CD4+/CD25+ regulatory T cells,train
964,CD4+/CD25+ regulatory T cells,train
965,CD4+/CD25+ regulatory T cells,test
966,CD4+/CD25+ regulatory T cells,train
967,CD4+/CD25+ regulatory T cells,train
968,CD4+/CD25+ regulatory T cells,validation
969,CD4+/CD25+ regulatory T cells,validation
970,CD4+/CD25+ regulatory T cells,train
971,CD4+/CD25+ regulatory T cells,test
972,CD4+/CD25+ regulatory T cells,train
973,CD4+/CD25+ regulatory T cells,train
974,CD4+/CD25+ regulatory T cells,train
975,CD4+/CD25+ regulatory T cells,train
976,CD4+/CD25+ regulatory T cells,train
977,CD4+/CD25+ regulatory T cells,train
978,CD4+/CD25+ regulatory T cells,train
979,CD4+/CD25+ regulatory T cells,train
980,CD4+/CD25+ regulatory T cells,train
981,CD4+/CD25+ regulatory T cells,test
982,CD4+/CD25+ regulatory T cells,train
983,CD4+/CD25+ regulatory T cells,train
984,CD4+/CD25+ regulatory T cells,train
985,CD4+/CD25+ regulatory T cells,train
986,CD4+/CD25+ regulatory T cells,train
987,CD4+/CD25+ regulatory T cells,train
988,CD4+/CD25+ regulatory T cells,train
989,CD4+/CD25+ regulatory T cells,test
990,CD4+/CD25+ regulatory T cells,train
991,CD4+/CD25+ regulatory T cells,train
992,CD4+/CD25+ regulatory T cells,train
993,CD4+/CD25+ regulatory T cells,train
994,CD4+/CD25+ regulatory T cells,train
995,CD4+/CD25+ regulatory T cells,train
996,CD4+/CD25+ regulatory T cells,train
997,CD4+/CD25+ regulatory T cells,train
998,CD4+/CD25+ regulatory T cells,train
999,CD4+/CD25+ regulatory T cells,train
1000,CD4+/CD25+ regulatory T cells,train
1001,CD4+/CD25+ regulatory T cells,train
1002,CD4+/CD25+ regulatory T cells,train
1003,CD4+/CD25+ regulatory T cells,test
1004,CD4+/CD25+ regulatory T cells,train
1005,CD4+/CD25+ regulatory T cells,train
1006,CD4+/CD25+ regulatory T cells,train
1007,CD4+/CD25+ regulatory T cells,train
1008,CD4+/CD25+ regulatory T cells,train
1009,CD4+/CD25+ regulatory T cells,train
1010,CD4+/CD25+ regulatory T cells,train
1011,CD4+/CD25+ regulatory T cells,train
1012,CD4+/CD25+ regulatory T cells,train
1013,CD4+/CD25+ regulatory T cells,train
1014,CD4+/CD25+ regulatory T cells,train
1015,CD4+/CD25+ regulatory T cells,train
1016,CD4+/CD25+ regulatory T cells,train
1017,CD4+/CD25+ regulatory T cells,train
1018,CD4+/CD25+ regulatory T cells,train
1019,CD4+/CD25+ regulatory T cells,train
1020,CD4+/CD25+ regulatory T cells,train
1021,CD4+/CD25+ regulatory T cells,train
1022,CD4+/CD25+ regulatory T cells,train
1023,CD4+/CD25+ regulatory T cells,validation
1024,CD4+/CD25+ regulatory T cells,train
1025,CD4+/CD25+ regulatory T cells,train
1026,CD4+/CD25+ regulatory T cells,train
1027,CD4+/CD25+ regulatory T cells,validation
1028,CD4+/CD25+ regulatory T cells,train
1029,CD4+/CD25+ regulatory T cells,train
1030,CD4+/CD25+ regulatory T cells,train
1031,CD4+/CD25+ regulatory T cells,train
1032,CD4+/CD25+ regulatory T cells,train
1033,CD4+/CD25+ regulatory T cells,train
1034,CD4+/CD25+ regulatory T cells,train
1035,CD4+/CD25+ regulatory T cells,test
1036,CD4+/CD25+ regulatory T cells,train
1037,CD4+/CD25+ regulatory T cells,test
1038,CD4+/CD25+ regulatory T cells,train
1039,CD4+/CD25+ regulatory T cells,train
1040,CD4+/CD25+ regulatory T cells,train
1041,CD4+/CD25+ regulatory T cells,train
1042,CD4+/CD25+ regulatory T cells,test
1043,CD4+/CD25+ regulatory T cells,train
1044,CD4+/CD25+ regulatory T cells,train
1045,CD4+/CD25+ regulatory T cells,validation
1046,CD4+/CD25+ regulatory T cells,train
1047,CD4+/CD25+ regulatory T cells,train
1048,CD4+/CD25+ regulatory T cells,train
1049,CD4+/CD25+ regulatory T cells,train
1050,CD4+/CD25+ regulatory T cells,train
1051,CD4+/CD25+ regulatory T cells,train
1052,CD4+/CD25+ regulatory T cells,train
1053,CD4+/CD25+ regulatory T cells,train
1054,CD4+/CD25+ regulatory T cells,train
1055,CD4+/CD25+ regulatory T cells,train
1056,CD4+/CD25+ regulatory T cells,train
1057,CD4+/CD25+ regulatory T cells,train
1058,CD4+/CD25+ regulatory T cells,train
1059,CD4+/CD25+ regulatory T cells,validation
1060,CD4+/CD25+ regulatory T cells,train
1061,CD4+/CD25+ regulatory T cells,validation
1062,CD4+/CD25+ regulatory T cells,train
1063,CD4+/CD25+ regulatory T cells,train
1064,CD4+/CD25+ regulatory T cells,train
1065,CD4+/CD25+ regulatory T cells,test
1066,CD4+/CD25+ regulatory T cells,train
1067,CD4+/CD25+ regulatory T cells,train
1068,CD4+/CD25+ regulatory T cells,train
1069,CD4+/CD25+ regulatory T cells,train
1070,CD4+/CD25+ regulatory T cells,train
1071,CD4+/CD25+ regulatory T cells,train
1072,CD4+/CD25+ regulatory T cells,train
1073,CD4+/CD25+ regulatory T cells,validation
1074,CD4+/CD25+ regulatory T cells,train
1075,CD4+/CD25+ regulatory T cells,train
1076,CD4+/CD25+ regulatory T cells,train
1077,CD4+/CD25+ regulatory T cells,train
1078,CD4+/CD25+ regulatory T cells,train
1079,CD4+/CD25+ regulatory T cells,train
1080,CD4+/CD25+ regulatory T cells,train
1081,CD4+/CD25+ regulatory T cells,train
1082,CD4+/CD25+ regulatory T cells,train
1083,CD4+/CD25+ regulatory T cells,train
1084,CD4+/CD25+ regulatory T cells,test
1085,CD4+/CD25+ regulatory T cells,train
1086,CD4+/CD25+ regulatory T cells,train
1087,CD4+/CD25+ regulatory T cells,train
1088,CD4+/CD25+ regulatory T cells,train
1089,CD4+/CD25+ regulatory T cells,validation
1090,CD4+/CD25+ regulatory T cells,train
1091,CD4+/CD25+ regulatory T cells,validation
1092,CD4+/CD25+ regulatory T cells,train
1093,CD4+/CD25+ regulatory T cells,train
1094,CD4+/CD25+ regulatory T cells,train
1095,CD4+/CD25+ regulatory T cells,validation
1096,CD4+/CD25+ regulatory T cells,train
1097,CD4+/CD25+ regulatory T cells,train
1098,CD4+/CD25+ regulatory T cells,train
1099,CD4+/CD25+ regulatory T cells,train
1100,CD4+/CD25+ regulatory T cells,train
1101,CD4+/CD25+ regulatory T cells,train
1102,CD4+/CD25+ regulatory T cells,train
1103,CD4+/CD25+ regulatory T cells,train
1104,CD4+/CD25+ regulatory T cells,train
1105,CD4+/CD25+ regulatory T cells,train
1106,CD4+/CD25+ regulatory T cells,train
1107,CD4+/CD25+ regulatory T cells,train
1108,CD4+/CD25+ regulatory T cells,train
1109,CD4+/CD25+ regulatory T cells,train
1110,CD4+/CD25+ regulatory T cells,train
1111,CD4+/CD25+ regulatory T cells,train
1112,CD4+/CD25+ regulatory T cells,train
1113,CD4+/CD25+ regulatory T cells,train
1114,CD4+/CD25+ regulatory T cells,train
1115,CD4+/CD25+ regulatory T cells,train
